uid,Produktbereich,Produktbereich Langfassung,Produktgruppe,Produktteilhaushalt,Produktteilhaushalt Langfassung,VwV-ID,VwV-Doppik Langfassung,amount,time,direction
1222-150433,12,"Sicherheit und Ordnung",1222,1222150,"Ortsverwaltungen",22,"Realisierbare außerordentl. Aufw.",0,2012,Aufwendung
1222-430434,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",04,"Öffentl.-rechtl. Leistungsentgelte",1080000,2012,Ertrag
1222-430435,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",05,"Privatrechtliche Leistungsentgelte",100000,2012,Ertrag
1222-430436,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",06,"Kostenerstattungen und Kostenumlagen",25000,2012,Ertrag
1222-430437,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1222-430438,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",10,"Personalaufwendungen",2041000,2012,Aufwendung
1222-430439,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1222-430440,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",12,"Aufw. für Sach-/Dienstleistungen",949654,2012,Aufwendung
1222-430441,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",13,"Bilanzielle Abschreibungen",35450,2012,Aufwendung
1222-430442,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",15,"Transferaufwendungen",60000,2012,Aufwendung
1222-430443,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",16,"Sonstige ordentliche Aufwendungen",124818,2012,Aufwendung
1222-430444,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",18,"interne Leistungen",538462,2012,Ertrag
1222-430444,12,"Sicherheit und Ordnung",1222,1222430,"Melde-, Ausländerwesen, Dienstl.zentren",19,"Kalkulatorische Kosten",4440,2012,Aufwendung
1223-440445,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",04,"Öffentl.-rechtl. Leistungsentgelte",270000,2012,Ertrag
1223-440446,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",05,"Privatrechtliche Leistungsentgelte",9200,2012,Ertrag
1223-440447,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",10,"Personalaufwendungen",645560,2012,Aufwendung
1223-440448,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1223-440449,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",12,"Aufw. für Sach-/Dienstleistungen",37610,2012,Aufwendung
1223-440450,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",13,"Bilanzielle Abschreibungen",3490,2012,Aufwendung
1223-440451,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",16,"Sonstige ordentliche Aufwendungen",37007,2012,Aufwendung
1223-440452,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",18,"interne Leistungen",150663,2012,Ertrag
1223-440452,12,"Sicherheit und Ordnung",1223,1223440,"Standesamt",19,"Kalkulatorische Kosten",768,2012,Aufwendung
1225-440453,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
1225-440454,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",10,"Personalaufwendungen",94560,2012,Aufwendung
1225-440455,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1225-440456,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",12,"Aufw. für Sach-/Dienstleistungen",1462,2012,Aufwendung
1225-440457,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",13,"Bilanzielle Abschreibungen",190,2012,Aufwendung
1225-440458,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",16,"Sonstige ordentliche Aufwendungen",8177,2012,Aufwendung
1225-440459,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",18,"interne Leistungen",23160,2012,Ertrag
1225-440459,12,"Sicherheit und Ordnung",1225,1225440,"Versicherungsamt und Ortsbehörde",19,"Kalkulatorische Kosten",68,2012,Aufwendung
1226-450460,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",02,"Zuwendungen und allgemeine Umlagen",250000,2012,Ertrag
1226-450461,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",04,"Öffentl.-rechtl. Leistungsentgelte",2440000,2012,Ertrag
1226-450462,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",05,"Privatrechtliche Leistungsentgelte",65000,2012,Ertrag
1226-450463,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",06,"Kostenerstattungen und Kostenumlagen",245000,2012,Ertrag
1226-450464,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1226-450465,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",10,"Personalaufwendungen",2604000,2012,Aufwendung
1226-450466,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1226-450467,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",12,"Aufw. für Sach-/Dienstleistungen",364352,2012,Aufwendung
1226-450468,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",13,"Bilanzielle Abschreibungen",9950,2012,Aufwendung
1226-450469,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",16,"Sonstige ordentliche Aufwendungen",55534,2012,Aufwendung
1226-450470,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",18,"interne Leistungen",302763,2012,Ertrag
1226-450470,12,"Sicherheit und Ordnung",1226,1226450,"Veterinäramt",19,"Kalkulatorische Kosten",3340,2012,Aufwendung
1260-720471,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",02,"Zuwendungen und allgemeine Umlagen",172675,2012,Ertrag
1260-720472,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",04,"Öffentl.-rechtl. Leistungsentgelte",438000,2012,Ertrag
1260-720473,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",05,"Privatrechtliche Leistungsentgelte",46100,2012,Ertrag
1260-720474,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",06,"Kostenerstattungen und Kostenumlagen",242691,2012,Ertrag
1260-720475,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",10,"Personalaufwendungen",3681368,2012,Aufwendung
1260-720476,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1260-720477,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",12,"Aufw. für Sach-/Dienstleistungen",701028,2012,Aufwendung
1260-720478,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",13,"Bilanzielle Abschreibungen",519677,2012,Aufwendung
1260-720479,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",15,"Transferaufwendungen",52535,2012,Aufwendung
1260-720480,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",16,"Sonstige ordentliche Aufwendungen",195152,2012,Aufwendung
1260-720481,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",18,"interne Leistungen",1164032,2012,Ertrag
1260-720481,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",19,"Kalkulatorische Kosten",200093,2012,Aufwendung
1260-720482,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
1260-720483,12,"Sicherheit und Ordnung",1260,1260720,"Feuerschutz",21,"Realisierbare außerordentl. Erträge",0,2012,Aufwendung
1280-720484,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",02,"Zuwendungen und allgemeine Umlagen",12625,2012,Ertrag
1280-720485,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",05,"Privatrechtliche Leistungsentgelte",5000,2012,Ertrag
1280-720486,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",06,"Kostenerstattungen und Kostenumlagen",19473,2012,Ertrag
1280-720487,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",10,"Personalaufwendungen",221340,2012,Aufwendung
1280-720488,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1280-720489,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",12,"Aufw. für Sach-/Dienstleistungen",67196,2012,Aufwendung
1280-720490,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",13,"Bilanzielle Abschreibungen",21415,2012,Aufwendung
1280-720491,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",15,"Transferaufwendungen",3165,2012,Aufwendung
1280-720492,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",16,"Sonstige ordentliche Aufwendungen",21142,2012,Aufwendung
1280-720493,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",18,"interne Leistungen",169228,2012,Ertrag
1280-720493,12,"Sicherheit und Ordnung",1280,1280720,"Katastrophenschutz",19,"Kalkulatorische Kosten",6631,2012,Aufwendung
211001-610494,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",02,"Zuwendungen und allgemeine Umlagen",341820,2012,Ertrag
211001-610495,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",04,"Öffentl.-rechtl. Leistungsentgelte",300100,2012,Ertrag
211001-610496,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",05,"Privatrechtliche Leistungsentgelte",234235,2012,Ertrag
211001-610497,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",06,"Kostenerstattungen und Kostenumlagen",5207,2012,Ertrag
211001-610498,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
211001-610499,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",10,"Personalaufwendungen",1015506,2012,Aufwendung
211001-610500,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
211001-610501,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",12,"Aufw. für Sach-/Dienstleistungen",1064870,2012,Aufwendung
211001-610502,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",13,"Bilanzielle Abschreibungen",24289,2012,Aufwendung
211001-610503,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",15,"Transferaufwendungen",25000,2012,Aufwendung
211001-610504,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",16,"Sonstige ordentliche Aufwendungen",71947,2012,Aufwendung
211001-610505,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",18,"interne Leistungen",4221114,2012,Ertrag
211001-610505,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",19,"Kalkulatorische Kosten",10357,2012,Aufwendung
211001-610506,21,"Schultraegeraufgaben",211001,211001610,"Grundschulen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
211002-610507,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",02,"Zuwendungen und allgemeine Umlagen",1924,2012,Ertrag
211002-610508,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",04,"Öffentl.-rechtl. Leistungsentgelte",100,2012,Ertrag
211002-610509,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",05,"Privatrechtliche Leistungsentgelte",111620,2012,Ertrag
211002-610510,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",06,"Kostenerstattungen und Kostenumlagen",249,2012,Ertrag
211002-610511,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
211002-610512,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",10,"Personalaufwendungen",47407,2012,Aufwendung
211002-610513,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
211002-610514,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",12,"Aufw. für Sach-/Dienstleistungen",48175,2012,Aufwendung
211002-610515,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",13,"Bilanzielle Abschreibungen",6227,2012,Aufwendung
211002-610516,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",16,"Sonstige ordentliche Aufwendungen",20230,2012,Aufwendung
211002-610517,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",18,"interne Leistungen",367073,2012,Ertrag
211002-610517,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",19,"Kalkulatorische Kosten",3368,2012,Aufwendung
211002-610518,21,"Schultraegeraufgaben",211002,211002610,"Werkrealschulen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
211003-610519,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",02,"Zuwendungen und allgemeine Umlagen",1416628,2012,Ertrag
211003-610520,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",04,"Öffentl.-rechtl. Leistungsentgelte",100,2012,Ertrag
211003-610521,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",05,"Privatrechtliche Leistungsentgelte",126215,2012,Ertrag
211003-610522,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",06,"Kostenerstattungen und Kostenumlagen",290,2012,Ertrag
211003-610523,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
211003-610524,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",10,"Personalaufwendungen",276308,2012,Aufwendung
211003-610525,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
211003-610526,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",12,"Aufw. für Sach-/Dienstleistungen",415524,2012,Aufwendung
211003-610527,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",13,"Bilanzielle Abschreibungen",63765,2012,Aufwendung
211003-610528,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",16,"Sonstige ordentliche Aufwendungen",186196,2012,Aufwendung
211003-610529,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",18,"interne Leistungen",3399138,2012,Ertrag
211003-610529,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",19,"Kalkulatorische Kosten",25879,2012,Aufwendung
211003-610530,21,"Schultraegeraufgaben",211003,211003610,"Grund- und Werkrealschulen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
211004-610531,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",02,"Zuwendungen und allgemeine Umlagen",1177228,2012,Ertrag
211004-610532,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",04,"Öffentl.-rechtl. Leistungsentgelte",300,2012,Ertrag
211004-610533,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",05,"Privatrechtliche Leistungsentgelte",126065,2012,Ertrag
211004-610534,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",06,"Kostenerstattungen und Kostenumlagen",290,2012,Ertrag
211004-610535,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
211004-610536,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",10,"Personalaufwendungen",192308,2012,Aufwendung
211004-610537,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
211004-610538,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",12,"Aufw. für Sach-/Dienstleistungen",312051,2012,Aufwendung
211004-610539,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",13,"Bilanzielle Abschreibungen",54365,2012,Aufwendung
211004-610540,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",15,"Transferaufwendungen",0,2012,Aufwendung
211004-610541,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",16,"Sonstige ordentliche Aufwendungen",98230,2012,Aufwendung
211004-610542,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",18,"interne Leistungen",3260508,2012,Ertrag
211004-610542,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",19,"Kalkulatorische Kosten",27879,2012,Aufwendung
211004-610543,21,"Schultraegeraufgaben",211004,211004610,"Realschulen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
211006-610544,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",02,"Zuwendungen und allgemeine Umlagen",3415256,2012,Ertrag
211006-610545,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",04,"Öffentl.-rechtl. Leistungsentgelte",800,2012,Ertrag
211006-610546,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",05,"Privatrechtliche Leistungsentgelte",236790,2012,Ertrag
211006-610547,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",06,"Kostenerstattungen und Kostenumlagen",580,2012,Ertrag
211006-610548,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
211006-610549,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",10,"Personalaufwendungen",432616,2012,Aufwendung
211006-610550,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",11,"Versorgungsaufwendungen",0,2012,Aufwendung
211006-610551,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",12,"Aufw. für Sach-/Dienstleistungen",647058,2012,Aufwendung
211006-610552,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",13,"Bilanzielle Abschreibungen",160630,2012,Aufwendung
211006-610553,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",15,"Transferaufwendungen",0,2012,Aufwendung
211006-610554,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",16,"Sonstige ordentliche Aufwendungen",227032,2012,Aufwendung
211006-610555,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",18,"interne Leistungen",5639490,2012,Ertrag
211006-610555,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",19,"Kalkulatorische Kosten",78059,2012,Aufwendung
211006-610556,21,"Schultraegeraufgaben",211006,211006610,"Gymnasien",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
2110-610557,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
2110-610558,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
2110-610559,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
2110-610560,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2110-610561,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",10,"Personalaufwendungen",0,2012,Aufwendung
2110-610562,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2110-610563,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
2110-610564,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
2110-610565,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
2110-610566,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",18,"interne Leistungen",0,2012,Aufwendung
2110-610566,21,"Schultraegeraufgaben",2110,2110610,"Schulverwaltung",19,"Kalkulatorische Kosten",0,2012,Aufwendung
212002-610567,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",02,"Zuwendungen und allgemeine Umlagen",301520,2012,Ertrag
212002-610568,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",05,"Privatrechtliche Leistungsentgelte",13973,2012,Ertrag
212002-610569,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",06,"Kostenerstattungen und Kostenumlagen",207,2012,Ertrag
212002-610570,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
212002-610571,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",10,"Personalaufwendungen",46506,2012,Aufwendung
212002-610572,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
212002-610573,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",12,"Aufw. für Sach-/Dienstleistungen",72818,2012,Aufwendung
212002-610574,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",13,"Bilanzielle Abschreibungen",11189,2012,Aufwendung
212002-610575,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",16,"Sonstige ordentliche Aufwendungen",28584,2012,Aufwendung
212002-610576,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",18,"interne Leistungen",724932,2012,Ertrag
212002-610576,21,"Schultraegeraufgaben",212002,212002610,"Förderschulen",19,"Kalkulatorische Kosten",5157,2012,Aufwendung
2120-610577,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
2120-610578,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
2120-610579,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
2120-610580,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2120-610581,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",10,"Personalaufwendungen",0,2012,Aufwendung
2120-610582,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2120-610583,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
2120-610584,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
2120-610585,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
2120-610586,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",18,"interne Leistungen",0,2012,Aufwendung
2120-610586,21,"Schultraegeraufgaben",2120,2120610,"Sonderschulen",19,"Kalkulatorische Kosten",0,2012,Aufwendung
2130-610587,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",02,"Zuwendungen und allgemeine Umlagen",4464720,2012,Ertrag
2130-610588,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",04,"Öffentl.-rechtl. Leistungsentgelte",337900,2012,Ertrag
2130-610589,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",05,"Privatrechtliche Leistungsentgelte",144110,2012,Ertrag
2130-610590,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",06,"Kostenerstattungen und Kostenumlagen",1242,2012,Ertrag
2130-610591,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2130-610592,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",10,"Personalaufwendungen",599035,2012,Aufwendung
2130-610593,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2130-610594,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",12,"Aufw. für Sach-/Dienstleistungen",1663614,2012,Aufwendung
2130-610595,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",13,"Bilanzielle Abschreibungen",817435,2012,Aufwendung
2130-610596,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",16,"Sonstige ordentliche Aufwendungen",488550,2012,Aufwendung
2130-610597,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",18,"interne Leistungen",7192445,2012,Ertrag
2130-610597,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",19,"Kalkulatorische Kosten",168940,2012,Aufwendung
2130-610598,21,"Schultraegeraufgaben",2130,2130610,"Berufliche Schulen",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
214001-610599,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",02,"Zuwendungen und allgemeine Umlagen",2661520,2012,Ertrag
214001-610600,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
214001-610601,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",06,"Kostenerstattungen und Kostenumlagen",279207,2012,Ertrag
214001-610602,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
214001-610603,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",10,"Personalaufwendungen",83506,2012,Aufwendung
214001-610604,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
214001-610605,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",12,"Aufw. für Sach-/Dienstleistungen",11708,2012,Aufwendung
214001-610606,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",13,"Bilanzielle Abschreibungen",189,2012,Aufwendung
214001-610607,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",15,"Transferaufwendungen",853000,2012,Aufwendung
214001-610608,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",16,"Sonstige ordentliche Aufwendungen",1785064,2012,Aufwendung
214001-610609,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",18,"interne Leistungen",70750,2012,Ertrag
214001-610609,21,"Schultraegeraufgaben",214001,214001610,"Schülerbeförderung",19,"Kalkulatorische Kosten",57,2012,Aufwendung
214002-610610,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",02,"Zuwendungen und allgemeine Umlagen",39040,2012,Ertrag
214002-610611,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",05,"Privatrechtliche Leistungsentgelte",70000,2012,Ertrag
214002-610612,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",06,"Kostenerstattungen und Kostenumlagen",414,2012,Ertrag
214002-610613,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
